headline,text,label
What does Russia's withdrawal from a grain deal with Ukraine mean for global hunger?,"Russia's decision to pull out of an agreement that guaranteed safe passage for ships carrying vital grain exports from Ukraine has sparked ""grave concerns"" over global food supply at a time when the world is already facing a growing hunger crisis.",national
Inside the US scramble to run down the facts as the Russia-Ukraine war spills into NATO territory,President Joe Biden was asleep on the other side of the world when aides woke him up in the middle of the night there with urgent news: a missile had struck Poland and killed two people.,national
Russia's war in Ukraine,"Air raid sirens were heard across Ukraine's capital early Monday, the Kyiv Regional State Administration and local officials posted on Telegram. Follow live updates here.",national
Russian missile strike on Zaporizhzhia maternity hospital kills newborn baby,"A two-day-old baby died in a Russian strike on a maternity hospital in Vilnyansk in southeastern Ukraine on Wednesday, as Moscow ramped up attacks on civilian infrastructure nationwide.",national
"Russia's penal colonies are often grim, cramped facilities. Here's what could await Brittney Griner","US women's basketball star Brittney Griner is being transferred to a Russian penal colony, where conditions are often tough and have drawn concern from international watchdogs.",national
"Dutch court finds two Russians, one Ukrainian separatist guilty over downing of flight MH17","Two Russians and a separatist Ukrainian have been found guilty in absentia of mass murder for their involvement in the downing of Malaysia Airlines Flight 17 over eastern Ukraine in 2014, a Dutch court ruled Thursday.",national
Russia's war in Ukraine,"About 4.5 million Ukrainians are dealing with power outages caused by Russian attacks on civilian infrastructure, according to President Volodymyr Zelensky. Follow live updates here.About 4.5 million Ukrainians are dealing with power outages caused by Rus",national
Russian oligarch Yevgeny Prigozhin appears to admit to US election interference,"Yevgeny Prigozhin, a Kremlin-linked oligarch known as ""Vladimir Putin's chef,"" appeared to admit to Russian interference in US elections in a Telegram post on Monday.",national
"US citizen recently died in Ukraine, State Department says","A US citizen recently died in Ukraine, the US State Department said Monday, the latest known American to die in the country since Russia's invasion in February.",national
Russia's war in Ukraine,"There is evidence of ""systemic war crimes"" being committed in every region where Russia's forces have been deployed, a top US State Department official said. Follow for live news updates.",national
Zelensky hopes bipartisan US support for Ukraine won't end after midterms,"Ukrainian President Volodymyr Zelensky said he was concerned about recent ""mixed messages"" from Republican lawmakers on aid for Kyiv and told CNN that his top priority was preserving bipartisan support from the United States after the midterm elections, as Ru…",national
US observed Russian navy preparing for possible test of nuclear-powered torpedo,"The US observed Russian naval vessels preparing for a possible test of a new nuclear-powered torpedo in recent weeks, a senior US official with direct knowledge told CNN.",national
